symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
HOXA4	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0	No data	0.7060846009585331	-0.7280683714100888	0	No data	No data	0	0.5	0
VEZF1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.9040300000000002	No data	-0.8392373411127318	-0.9015926584577416	0	No data	No data	0	-1	-1
TNIP1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.1666649999999997	No data	-0.6339862471348198	-0.9466044709657697	0	No data	No data	0	-1	-1
AUTS2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.6664000000000001	No data	-0.8200666805584497	-0.7691160018580431	0	No data	No data	0	0.5	-1
CCM2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.72973	No data	-0.30704313398624716	-0.9663047655092796	0	No data	No data	0	0.5	-1
HNRNPU	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.7151499999999998	No data	-0.9705146905605334	-0.7692293138205591	-1	No data	No data	0	-1	-1
FHL2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.6057349999999999	No data	0.27151489893727865	-0.5757105661338946	0	No data	No data	0	0.75	-1
SLC6A3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	1	0	0	1	1	0	0.6532249999999997	0	-0.8223588247551573	-0.8776254505243005	0	-1	No data	-0.16129	1	1
EEF2K	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	1	1	0	0.4758600000000001	No data	0.2096270056261722	-0.19510956475632363	0	No data	No data	0	0.5	0
ATXN3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	1	0	0	0	1	0.27978000000000025	No data	-0.5081266930610544	-0.2909954636944703	0	No data	No data	-0.2105274999999999	-1	-1
CAMK2A	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	1	0	1	1	1	0.9897750000000002	No data	-0.8227755782454678	-0.8309421028054772	0	-1	No data	-0.6574649999999999	0.75	0
ARRDC4	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	1	0	0	0	0	0.3062199999999997	No data	0.267555740779329	-0.004937724850513914	0	No data	No data	0	0.5	-1
ZNF438	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0	No data	0.24171702438007925	0	0	No data	No data	0	-1	-1
RAP1B	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	1	0	0	0	0	1	No data	-0.6389872890185455	-0.7925827945033231	-1	No data	No data	-0.8777174999999999	-1	-1
FBXO25	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.41340999999999967	No data	-0.20608460095853298	-0.7701353061671153	0	No data	No data	-0.022347500000000055	0.5	-1
MEOX2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.88487	No data	-0.6459679099812461	-0.7833571735798467	0	No data	No data	0	0.5	0
LINC00342	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
CNN2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.7411000000000001	No data	-0.1801416961867056	-0.08625119081808047	0	No data	No data	-0.14239500000000013	-1	-1
NSD1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	1	0	1	0	0	0.19139499999999998	No data	-0.9818712231714941	-0.44045089670747384	0	No data	No data	0	-1	-1
PDE2A	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	1	0	0	1	1	1	0.5749200000000002	1	-0.6928526776411752	-0.7551011697620835	0	No data	No data	0	0.5	-1
PBX3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.9884799999999998	No data	-0.5275057303604918	-0.6699496319175446	0	No data	No data	-0.5910150000000002	0.5	-1
AKAP10	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	1	0	0	0	0	0.48640499999999987	No data	-0.5722025421962909	-0.8758116482745378	0	No data	No data	No data	-1	-1
PRKDC	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	0.5	0	0	1	1	0	0	1	-0.9980204209210252	-0.908767152766858	-1	No data	No data	0	-1	-1
SDHA	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	1	0	0.7439749999999996	No data	-0.06459679099812465	-0.7014294322065956	0	No data	-1	No data	0.5	-1
GNB1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	1	0	1	1	0	1	No data	-0.9457178578870598	-0.8875239464253254	0	No data	No data	-0.7720600000000001	1	-1
GIGYF1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.5362299999999998	No data	-0.5177120233381954	No data	0	No data	No data	0	-1	-1
HSPA4	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.8035699999999999	No data	-0.8331944155032298	-0.2789307274590172	0	No data	No data	-0.11904749999999993	-1	-1
HNRNPD	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.7746499999999997	No data	-0.8533027714107105	-0.6875208181719419	0	No data	No data	0	-1	-1
IFT88	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.4660200000000003	No data	-0.24911439883309028	-0.9749472928683691	0	No data	No data	0	0.5	-1
AMELX	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	1	0	0	0	0.31937	No data	0.04542613044384236	-0.760826558951398	0	No data	No data	-0.7120425000000001	No data	No data
GYS1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	1	1	0	0.830395	No data	-0.4620754323817462	-0.9469333130451651	0	No data	No data	-0.17910499999999985	0.75	-1
SEPTIN4	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	No data	No data	-0.2854761408626797	0	0	No data	No data	No data	0.75	0
PSMB8	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	1	0	0	1	1	0	0.42028999999999994	0	-0.15972077516149197	0	0	No data	No data	0	-1	0
FRS2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	1	0	0	1	0	0.7933050000000001	No data	-0.8646593040216712	-0.7559819891705474	0	No data	No data	0	-1	-1
RAB7A	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	1	1	0	1	No data	-0.7880808501771203	-0.7235652326228433	0	No data	No data	0	-1	-1
RBL2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.5390700000000003	No data	-0.8005834548864347	-0.8892959146550752	0	No data	No data	0	-1	-1
ECE1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	0.5	1	0	1	1	1	0.6818199999999998	0	-0.7260887684934361	-0.9652395173647921	0	No data	No data	-0.03246749999999991	-1	-1
ACTG1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	1	No data	-0.06563867472390084	-0.8308849136271745	-1	-1	No data	-0.9733325	-1	-1
H3P12	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
SMOC2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	1	0	0	0	0.7421500000000002	No data	-0.35246926443008963	-0.2148025398036582	0	No data	No data	0	0.5	0
SACS	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.6724150000000002	No data	-0.44998958116274224	-0.7062402902699818	0	No data	No data	No data	-1	-1
PER3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0	No data	-0.08553865388622628	-0.12511711754295884	0	No data	No data	0	-1	0
LCN10	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	1	0	0	0	0	No data	0.5148989372785997	No data	0	No data	No data	0	0.5	0
TTN-AS1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MLC1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.4562350000000002	No data	0.3071473223588248	-0.29712984153219796	0	No data	No data	No data	1	0
CDC20	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.7394799999999997	No data	-0.08918524692644303	-0.9165759034144133	-1	No data	No data	0	0.5	0
ADGRG1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	1	1	0	0	0	0	No data	-0.02948530943946659	-0.32981204058828706	0	No data	No data	0	0.5	-1
MEX3C	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.7344450000000002	No data	-0.6127318191289852	-0.6530608982028032	0	No data	No data	0	0.5	-1
RNPC3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.43907000000000024	No data	-0.20431339862471343	-0.670839373014458	-1	No data	No data	0	-1	-1
ZFP91	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.5263150000000003	No data	-0.9205042717232756	-0.09855708994843143	0	No data	No data	0	-1	-1
LINC01269	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MRLN	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	No data	No data	No data	0	0	No data	No data	No data	0.5	0
DNAJA1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	1	0	0.9748100000000001	No data	-0.44217545321942076	-0.2763331515674955	0	No data	No data	-0.3450875	-1	-1
OPN1LW	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0	No data	-0.8074598874765576	0	0	No data	No data	-0.910715	1	1
LIMS2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.5601149999999997	No data	-0.03646593040216717	-0.6992723164043152	0	No data	No data	-0.5454550000000001	0.5	0
SH3GL3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.3227649999999997	No data	-0.1324234215461555	No data	0	No data	No data	-0.272335	0.5	0.5
MCM8	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.4226199999999999	No data	0.04459262346322146	-0.21112334012421657	0	No data	No data	0	-1	-1
SCAF11	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0	No data	-0.8942488018337154	0	0	No data	No data	0	-1	-1
TPI1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	1	0	0.7991950000000003	No data	-0.21806626380495941	-0.6441794138647511	-1	No data	No data	No data	0.5	-1
LGALS9	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	1	1	1	0	No data	No data	0.0983538237132735	0	0	No data	No data	-0.8802824999999999	0.5	-1
NTF4	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	1	0	0	0	0.5476199999999999	No data	0.7529693686184622	-0.8040156467490794	0	No data	No data	0	0.5	0
B4GALNT3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.1332650000000001	No data	-0.16732652635965828	-0.13805873379873962	0	No data	No data	0	0.5	0
GALNS	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.10919499999999971	No data	0.1300270889768702	-0.14745417151533852	0	No data	No data	0	-1	-1
KYNU	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	1	1	0	0.16129000000000032	No data	0.5005209418628882	-0.6476934948725535	0	No data	No data	No data	0.5	0
LYPLA2P1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MT-CO1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	1	0	0.54191	No data	No data	-0.8948165227487642	No data	No data	No data	No data	0.5	-1
RFK	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	1	0.67742	No data	0.10960616795165667	-0.20891838739899526	0	No data	No data	No data	-1	-1
SP8	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.6948799999999998	No data	-0.778808085017712	-0.7044164098681174	0	No data	No data	0	1	1
S100A11	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.047619999999999864	No data	0.8275682433840383	No data	0	No data	No data	0	0.5	-1
NTSR1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	0.75	1	0	1	1	0	0.27033500000000005	1	0.5163575744946864	-0.2980558385350718	0	-1	No data	0	1	0.5
DLST	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.59161	No data	-0.5609501979579079	-0.022060910089015118	0	No data	No data	0	-1	-1
LYST	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	1	0	0	0	0	0.2620350000000002	No data	-0.7456761825380287	-0.7408945220633972	0	No data	No data	0	0.5	-1
EVPL	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.1416649999999997	No data	-0.19712440091685768	0	0	No data	No data	0	0.5	0
SLC24A5	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.23999999999999985	No data	0.308189206084601	-0.27529233450146406	0	No data	No data	0	1	0.5
KCNQ3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	1	1	0	1	1	0	0.7763750000000001	No data	-0.6834757241091894	-0.8275321528652465	0	No data	No data	0	1	0.5
RAMP2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	1	0	0	0	0	0	0	No data	0.20202125442800578	-0.916994867325252	0	No data	No data	0	-1	0
SHC2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	No data	No data	0.478849760366743	No data	0	No data	No data	No data	0.5	0
DSPP	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	1	0	0	0	0	No data	0.3200666805584498	-0.7122872147370796	0	No data	No data	No data	No data	No data
RNF213	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0	No data	-0.3112106688893519	-0.5466434306981666	0	No data	No data	No data	-1	-1
SLC22A4	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.25589999999999974	No data	0.08491352365076055	-0.5489623301856178	0	No data	No data	-0.43284999999999985	0.5	0
SENCR	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
KRT6A	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.31737499999999985	No data	-0.08189206084600964	-0.7528271075748413	0	No data	No data	-0.9645399999999998	0.75	0
SHPK	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.3619250000000001	No data	0.4583246509689518	0	0	No data	No data	0	-1	-1
NLRP9	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0	No data	0.4602000416753491	-0.6300481121398432	0	No data	No data	0	0.5	1
GPS2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.877675	No data	-0.3978953948739321	No data	0	No data	No data	No data	-1	-1
H2BC17	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	No data	No data	No data	No data	0	No data	No data	-0.98016	0.5	0.5
ISX	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0	No data	0.7267138987289019	No data	0	No data	No data	0	1	1
NTN4	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	1	0	0	0	0.4904449999999997	No data	-0.697853719524901	-0.42344515444042996	0	No data	No data	0	0.5	0
AOX1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	1	1	0	0.15172000000000024	No data	0.03261096061679525	No data	0	No data	No data	0	0.75	0
ASIC1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	1	0	1	1	0	0	No data	-0.6991039799958325	0	0	No data	No data	0	1	0
COX6A2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0	No data	0.6706605542821422	-0.4025761376112691	0	No data	No data	-0.12371249999999989	0.75	0
LY9	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	1	0	0	0	0	0	No data	0.24640550114607218	0	0	No data	No data	0	0.5	0
